perm,best_gates,rep_perm,task,orbit_size
7 1 2 6 3 5 4 0,7,0 1 5 4 3 6 2 7,145,48
7 1 3 4 2 5 6 0,7,0 1 5 4 3 6 2 7,145,48
7 1 4 3 5 2 6 0,7,0 1 5 4 3 6 2 7,145,48
7 1 5 2 4 3 6 0,7,0 1 5 4 3 6 2 7,145,48
7 1 5 3 0 2 6 4,7,0 1 5 4 3 6 2 7,145,48
7 1 5 3 4 6 2 0,7,0 1 5 4 3 6 2 7,145,48
7 2 6 3 4 5 1 0,7,0 1 5 4 3 6 2 7,145,48
7 3 2 4 1 5 6 0,7,0 1 5 4 3 6 2 7,145,48
7 4 2 3 6 5 1 0,7,0 1 5 4 3 6 2 7,145,48
7 5 1 3 4 2 6 0,7,0 1 5 4 3 6 2 7,145,48
7 6 0 3 4 5 1 2,7,0 1 5 4 3 6 2 7,145,48
7 6 2 1 4 5 3 0,7,0 1 5 4 3 6 2 7,145,48
7 6 2 3 0 5 1 4,7,0 1 5 4 3 6 2 7,145,48
7 6 2 3 4 1 5 0,7,0 1 5 4 3 6 2 7,145,48
0 1 5 4 3 6 7 2,8,0 1 5 4 3 6 7 2,146,48
0 1 5 4 7 2 3 6,8,0 1 5 4 3 6 7 2,146,48
0 1 5 6 3 2 7 4,8,0 1 5 4 3 6 7 2,146,48
0 1 7 4 3 2 5 6,8,0 1 5 4 3 6 7 2,146,48
0 6 2 4 3 7 5 1,8,0 1 5 4 3 6 7 2,146,48
0 6 2 4 7 3 1 5,8,0 1 5 4 3 6 7 2,146,48
0 6 2 5 3 7 1 4,8,0 1 5 4 3 6 7 2,146,48
0 6 5 7 4 2 3 1,8,0 1 5 4 3 6 7 2,146,48
0 6 5 7 4 3 1 2,8,0 1 5 4 3 6 7 2,146,48
0 6 7 5 4 2 1 3,8,0 1 5 4 3 6 7 2,146,48
0 7 2 4 3 6 1 5,8,0 1 5 4 3 6 7 2,146,48
0 7 5 6 4 2 1 3,8,0 1 5 4 3 6 7 2,146,48
1 2 5 4 3 0 6 7,8,0 1 5 4 3 6 7 2,146,48
1 4 5 0 3 2 6 7,8,0 1 5 4 3 6 7 2,146,48
2 6 1 4 3 5 0 7,8,0 1 5 4 3 6 7 2,146,48
2 6 4 0 3 5 1 7,8,0 1 5 4 3 6 7 2,146,48
3 0 5 4 1 2 6 7,8,0 1 5 4 3 6 7 2,146,48
3 6 0 4 2 5 1 7,8,0 1 5 4 3 6 7 2,146,48
3 6 7 2 4 5 1 0,8,0 1 5 4 3 6 7 2,146,48
3 7 5 1 4 2 6 0,8,0 1 5 4 3 6 7 2,146,48
4 6 5 3 1 2 0 7,8,0 1 5 4 3 6 7 2,146,48
4 6 5 3 2 0 1 7,8,0 1 5 4 3 6 7 2,146,48
5 0 1 4 3 2 6 7,8,0 1 5 4 3 6 7 2,146,48
5 6 2 3 7 4 1 0,8,0 1 5 4 3 6 7 2,146,48
5 6 4 3 0 2 1 7,8,0 1 5 4 3 6 7 2,146,48
5 7 2 4 3 1 6 0,8,0 1 5 4 3 6 7 2,146,48
6 1 5 3 7 2 4 0,8,0 1 5 4 3 6 7 2,146,48
6 1 7 4 3 5 2 0,8,0 1 5 4 3 6 7 2,146,48
6 2 0 4 3 5 1 7,8,0 1 5 4 3 6 7 2,146,48
6 4 5 3 0 2 1 7,8,0 1 5 4 3 6 7 2,146,48
7 1 4 3 6 2 5 0,8,0 1 5 4 3 6 7 2,146,48
7 1 4 6 3 5 2 0,8,0 1 5 4 3 6 7 2,146,48
7 1 5 3 2 6 4 0,8,0 1 5 4 3 6 7 2,146,48
7 1 5 3 6 2 0 4,8,0 1 5 4 3 6 7 2,146,48
7 1 6 4 2 5 3 0,8,0 1 5 4 3 6 7 2,146,48
7 1 6 4 3 5 0 2,8,0 1 5 4 3 6 7 2,146,48
7 2 3 6 4 5 1 0,8,0 1 5 4 3 6 7 2,146,48
7 2 5 1 4 3 6 0,8,0 1 5 4 3 6 7 2,146,48
7 3 1 5 4 2 6 0,8,0 1 5 4 3 6 7 2,146,48
7 3 5 0 4 2 6 1,8,0 1 5 4 3 6 7 2,146,48
7 4 2 3 5 6 1 0,8,0 1 5 4 3 6 7 2,146,48
7 4 2 5 3 1 6 0,8,0 1 5 4 3 6 7 2,146,48
7 5 2 4 1 3 6 0,8,0 1 5 4 3 6 7 2,146,48
7 5 2 4 3 0 6 1,8,0 1 5 4 3 6 7 2,146,48
7 6 1 2 4 5 3 0,8,0 1 5 4 3 6 7 2,146,48
7 6 2 3 1 4 5 0,8,0 1 5 4 3 6 7 2,146,48
7 6 2 3 5 0 1 4,8,0 1 5 4 3 6 7 2,146,48
7 6 3 0 4 5 1 2,8,0 1 5 4 3 6 7 2,146,48
0 1 5 4 3 7 2 6,8,0 1 5 4 3 7 2 6,147,48
0 1 5 4 6 2 7 3,8,0 1 5 4 3 7 2 6,147,48
0 1 5 7 3 2 4 6,8,0 1 5 4 3 7 2 6,147,48
0 1 6 4 3 2 7 5,8,0 1 5 4 3 7 2 6,147,48
0 3 5 7 4 2 1 6,8,0 1 5 4 3 7 2 6,147,48
0 5 2 4 3 7 1 6,8,0 1 5 4 3 7 2 6,147,48
0 6 2 4 3 1 7 5,8,0 1 5 4 3 7 2 6,147,48
0 6 2 4 5 7 1 3,8,0 1 5 4 3 7 2 6,147,48
0 6 2 7 3 4 1 5,8,0 1 5 4 3 7 2 6,147,48
0 6 3 7 4 2 1 5,8,0 1 5 4 3 7 2 6,147,48
0 6 5 1 4 2 7 3,8,0 1 5 4 3 7 2 6,147,48
0 6 5 2 4 7 1 3,8,0 1 5 4 3 7 2 6,147,48
1 3 5 4 0 2 6 7,8,0 1 5 4 3 7 2 6,147,48
1 3 5 7 4 2 6 0,8,0 1 5 4 3 7 2 6,147,48
1 5 0 4 3 2 6 7,8,0 1 5 4 3 7 2 6,147,48
1 5 2 4 3 7 6 0,8,0 1 5 4 3 7 2 6,147,48
1 6 0 4 3 5 2 7,8,0 1 5 4 3 7 2 6,147,48
1 6 5 3 0 2 4 7,8,0 1 5 4 3 7 2 6,147,48
2 0 5 4 3 1 6 7,8,0 1 5 4 3 7 2 6,147,48
2 0 6 4 3 5 1 7,8,0 1 5 4 3 7 2 6,147,48
2 1 6 4 3 5 7 0,8,0 1 5 4 3 7 2 6,147,48
2 6 3 4 0 5 1 7,8,0 1 5 4 3 7 2 6,147,48
2 6 3 7 4 5 1 0,8,0 1 5 4 3 7 2 6,147,48
2 6 5 3 0 4 1 7,8,0 1 5 4 3 7 2 6,147,48
4 0 5 1 3 2 6 7,8,0 1 5 4 3 7 2 6,147,48
4 0 5 3 6 2 1 7,8,0 1 5 4 3 7 2 6,147,48
4 1 5 3 6 2 7 0,8,0 1 5 4 3 7 2 6,147,48
4 6 0 2 3 5 1 7,8,0 1 5 4 3 7 2 6,147,48
4 6 0 3 5 2 1 7,8,0 1 5 4 3 7 2 6,147,48
4 6 2 3 5 7 1 0,8,0 1 5 4 3 7 2 6,147,48
7 0 2 4 3 1 6 5,8,0 1 5 4 3 7 2 6,147,48
7 0 5 1 4 2 6 3,8,0 1 5 4 3 7 2 6,147,48
7 1 0 4 3 5 2 6,8,0 1 5 4 3 7 2 6,147,48
7 1 3 4 6 5 2 0,8,0 1 5 4 3 7 2 6,147,48
7 1 5 3 0 2 4 6,8,0 1 5 4 3 7 2 6,147,48
7 1 5 3 6 4 2 0,8,0 1 5 4 3 7 2 6,147,48
7 1 6 2 3 5 4 0,8,0 1 5 4 3 7 2 6,147,48
7 1 6 3 5 2 4 0,8,0 1 5 4 3 7 2 6,147,48
7 3 2 4 5 1 6 0,8,0 1 5 4 3 7 2 6,147,48
7 3 5 2 4 1 6 0,8,0 1 5 4 3 7 2 6,147,48
7 3 6 2 4 5 1 0,8,0 1 5 4 3 7 2 6,147,48
7 5 2 1 3 4 6 0,8,0 1 5 4 3 7 2 6,147,48
7 5 2 3 6 4 1 0,8,0 1 5 4 3 7 2 6,147,48
7 5 3 1 4 2 6 0,8,0 1 5 4 3 7 2 6,147,48
7 6 0 2 4 5 1 3,8,0 1 5 4 3 7 2 6,147,48
7 6 2 3 0 4 1 5,8,0 1 5 4 3 7 2 6,147,48
7 6 2 3 5 1 4 0,8,0 1 5 4 3 7 2 6,147,48
7 6 3 1 4 5 2 0,8,0 1 5 4 3 7 2 6,147,48
0 1 5 4 3 7 6 2,7,0 1 5 4 3 7 6 2,148,48
0 1 5 4 6 2 3 7,7,0 1 5 4 3 7 6 2,148,48
0 1 5 7 3 2 6 4,7,0 1 5 4 3 7 6 2,148,48
0 1 6 4 3 2 5 7,7,0 1 5 4 3 7 6 2,148,48
0 2 5 4 3 1 6 7,7,0 1 5 4 3 7 6 2,148,48
0 3 5 6 4 2 1 7,7,0 1 5 4 3 7 6 2,148,48
0 4 5 1 3 2 6 7,7,0 1 5 4 3 7 6 2,148,48
0 5 2 4 3 6 1 7,7,0 1 5 4 3 7 6 2,148,48
0 6 1 4 3 5 2 7,7,0 1 5 4 3 7 6 2,148,48
0 6 2 4 3 5 7 1,7,0 1 5 4 3 7 6 2,148,48
0 6 2 4 5 3 1 7,7,0 1 5 4 3 7 6 2,148,48
0 6 2 7 3 5 1 4,7,0 1 5 4 3 7 6 2,148,48
0 6 3 5 4 2 1 7,7,0 1 5 4 3 7 6 2,148,48
0 6 4 2 3 5 1 7,7,0 1 5 4 3 7 6 2,148,48
0 6 5 3 1 2 4 7,7,0 1 5 4 3 7 6 2,148,48
0 6 5 3 2 4 1 7,7,0 1 5 4 3 7 6 2,148,48
0 6 5 3 4 2 7 1,7,0 1 5 4 3 7 6 2,148,48
0 6 5 3 4 7 1 2,7,0 1 5 4 3 7 6 2,148,48
1 7 2 4 3 5 6 0,7,0 1 5 4 3 7 6 2,148,48
1 7 5 3 4 2 6 0,7,0 1 5 4 3 7 6 2,148,48
2 1 7 4 3 5 6 0,7,0 1 5 4 3 7 6 2,148,48
2 6 7 3 4 5 1 0,7,0 1 5 4 3 7 6 2,148,48
3 1 5 4 0 2 6 7,7,0 1 5 4 3 7 6 2,148,48
3 6 2 4 0 5 1 7,7,0 1 5 4 3 7 6 2,148,48
4 1 5 3 7 2 6 0,7,0 1 5 4 3 7 6 2,148,48
4 6 2 3 7 5 1 0,7,0 1 5 4 3 7 6 2,148,48
5 1 0 4 3 2 6 7,7,0 1 5 4 3 7 6 2,148,48
5 6 0 3 4 2 1 7,7,0 1 5 4 3 7 6 2,148,48
6 0 2 4 3 5 1 7,7,0 1 5 4 3 7 6 2,148,48
6 0 5 3 4 2 1 7,7,0 1 5 4 3 7 6 2,148,48
7 1 2 4 3 0 6 5,7,0 1 5 4 3 7 6 2,148,48
7 1 2 4 3 5 0 6,7,0 1 5 4 3 7 6 2,148,48
7 1 2 4 5 3 6 0,7,0 1 5 4 3 7 6 2,148,48
7 1 2 4 6 5 3 0,7,0 1 5 4 3 7 6 2,148,48
7 1 3 5 4 2 6 0,7,0 1 5 4 3 7 6 2,148,48
7 1 4 2 3 5 6 0,7,0 1 5 4 3 7 6 2,148,48
7 1 5 0 4 2 6 3,7,0 1 5 4 3 7 6 2,148,48
7 1 5 3 2 4 6 0,7,0 1 5 4 3 7 6 2,148,48
7 1 5 3 4 2 0 6,7,0 1 5 4 3 7 6 2,148,48
7 1 6 3 4 2 5 0,7,0 1 5 4 3 7 6 2,148,48
7 2 5 3 4 1 6 0,7,0 1 5 4 3 7 6 2,148,48
7 3 2 6 4 5 1 0,7,0 1 5 4 3 7 6 2,148,48
7 4 2 1 3 5 6 0,7,0 1 5 4 3 7 6 2,148,48
